rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
80,https://boardgamegeek.com/boardgame/175155/forbidden-stars,175155,Forbidden Stars,2,4,180,120,180,,8.07221,7.49458,,//cf.geekdo-images.com/images/pic2471359.jpg,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",7120,"Bluffing, Dice, Fighting, Miniatures, Science Fiction, Wargame","Samuel Bailey, James Kniffen, Corey Konieczka",3.7373
81,https://boardgamegeek.com/boardgame/91/paths-glory,91,Paths of Glory,2,2,480,480,480,,8.02766,7.49289,,//cf.geekdo-images.com/images/pic834645.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",6584,"Wargame, World War I",Ted Raicer,3.8057
82,https://boardgamegeek.com/boardgame/17133/railways-world,17133,Railways of the World,2,6,120,120,120,,7.7055,7.49184,,//cf.geekdo-images.com/images/pic445850.jpg,10,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement",9792,"Trains, Transportation, Video Game Theme","Glenn Drover, Martin Wallace",3.0293
83,https://boardgamegeek.com/boardgame/43111/chaos-old-world,43111,Chaos in the Old World,3,4,120,60,120,,7.68613,7.48156,,//cf.geekdo-images.com/images/pic1318481.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",12134,"Fantasy, Fighting, Horror, Mythology, Wargame",Eric M. Lang,3.1689
84,https://boardgamegeek.com/boardgame/14996/ticket-ride-europe,14996,Ticket to Ride: Europe,2,5,,30,60,,7.5917,7.48048,,//cf.geekdo-images.com/images/pic66668.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",45034,"Trains, Travel",Alan R. Moon,1.9658
85,https://boardgamegeek.com/boardgame/21050/combat-commander-europe,21050,Combat Commander: Europe,2,2,,60,180,,7.92332,7.47875,,//cf.geekdo-images.com/images/pic992459.jpg,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",6275,"Wargame, World War II",Chad Jensen,3.201
86,https://boardgamegeek.com/boardgame/39463/cosmic-encounter,39463,Cosmic Encounter,3,5,,60,120,,7.60686,7.4618,,//cf.geekdo-images.com/images/pic1521633.jpg,12,"Hand Management, Partnerships, Take That, Variable Player Powers",22734,"Bluffing, Negotiation, Science Fiction, Space Exploration","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson",2.5524
87,https://boardgamegeek.com/boardgame/148949/istanbul,148949,Istanbul,2,5,,40,60,,7.63262,7.46088,,//cf.geekdo-images.com/images/pic1885326.jpg,10,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",15546,Economic,Rüdiger Dorn,2.6057
88,https://boardgamegeek.com/boardgame/27833/steam,27833,Steam,3,5,,90,90,,7.68503,7.45898,,//cf.geekdo-images.com/images/pic392515.jpg,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement",8724,"Economic, Trains, Transportation",Martin Wallace,3.4498
89,https://boardgamegeek.com/boardgame/9216/goa,9216,Goa,2,4,,90,90,,7.64539,7.45235,,//cf.geekdo-images.com/images/pic1215969.jpg,12,"Auction/Bidding, Hand Management, Press Your Luck",9437,"Economic, Farming, Nautical, Renaissance",Rüdiger Dorn,3.3871
90,https://boardgamegeek.com/boardgame/128621/viticulture,128621,Viticulture,,6,,90,90,,7.77903,7.45187,,//cf.geekdo-images.com/images/pic2619743.jpg,13,"Hand Management, Worker Placement",6318,"Economic, Farming","Jamey Stegmaier, Alan Stone",2.9302
91,https://boardgamegeek.com/boardgame/77423/lord-rings-card-game,77423,The Lord of the Rings: The Card Game,1,2,,60,60,,7.646,7.43909,,//cf.geekdo-images.com/images/pic906495.jpg,13,"Co-operative Play, Hand Management, Variable Player Powers",22828,"Card Game, Collectible Components, Fantasy, Novel-based",Nate French,3.1194
92,https://boardgamegeek.com/boardgame/148228/splendor,148228,Splendor,2,4,,30,30,,7.54154,7.43635,,//cf.geekdo-images.com/images/pic1904079.jpg,10,"Card Drafting, Set Collection",38987,"Card Game, Economic, Renaissance",Marc André,1.8411
93,https://boardgamegeek.com/boardgame/555/princes-florence,555,The Princes of Florence,2,5,,75,100,,7.59504,7.43464,,//cf.geekdo-images.com/images/pic1306997.jpg,12,"Auction/Bidding, Tile Placement",13847,"City Building, Renaissance","Wolfgang Kramer, Richard Ulrich, Jens Christopher Ulrich",3.2521
94,https://boardgamegeek.com/boardgame/146886/la-granja,146886,La Granja,1,4,,90,120,,7.80538,7.43351,,//cf.geekdo-images.com/images/pic2031777.jpg,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement",6706,"Economic, Farming","Michael Keller (II), Andreas ""ode."" Odendahl",3.5763
95,https://boardgamegeek.com/boardgame/4098/age-steam,4098,Age of Steam,1,6,,120,120,,7.70094,7.43266,,//cf.geekdo-images.com/images/pic429576.jpg,13,"Auction/Bidding, Dice Rolling, Player Elimination, Route/Network Building, Tile Placement",6277,"Economic, Trains, Transportation",Martin Wallace,3.9297
96,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,43015,Hansa Teutonica,2,5,,45,90,,7.63871,7.42735,,//cf.geekdo-images.com/images/pic839090.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Route/Network Building",8255,Renaissance,Andreas Steding,3.1287
97,https://boardgamegeek.com/boardgame/101721/mage-wars-arena,101721,Mage Wars Arena,2,2,,90,90,,7.81943,7.42255,,//cf.geekdo-images.com/images/pic2386027.jpg,13,"Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers",10366,"Card Game, Fantasy, Fighting","Bryan Pope, Benjamin Pope",3.6285
98,https://boardgamegeek.com/boardgame/54043/jaipur,54043,Jaipur,2,2,,30,30,2009,7.54385,7.41902,,//cf.geekdo-images.com/images/pic725500.jpg,12,"Card Drafting, Hand Management, Set Collection",24925,"Animals, Card Game",Sébastien Pauchon,1.5358
99,https://boardgamegeek.com/boardgame/104006/village,104006,Village,2,4,,60,90,2011,7.56786,7.41757,,//cf.geekdo-images.com/images/pic2760568.jpg,12,"Set Collection, Worker Placement",16796,"Farming, Medieval","Inka Brand, Markus Brand",3.0718
100,https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries,31627,Ticket to Ride: Nordic Countries,2,3,,30,60,2007,7.66483,7.41647,,//cf.geekdo-images.com/images/pic369616.jpg,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",11173,"Trains, Transportation, Travel",Alan R. Moon,1.9938
101,https://boardgamegeek.com/boardgame/188/go,188,Go,2,2,,30,180,-2200,7.67479,7.41536,,//cf.geekdo-images.com/images/pic1728832.jpg,8,Area Enclosure,15334,Abstract Strategy,(Uncredited),3.9704
102,https://boardgamegeek.com/boardgame/215/tichu,215,Tichu,3,10,,60,60,1991,7.6093,7.41525,,//cf.geekdo-images.com/images/pic169494.jpg,10,"Betting/Wagering, Hand Management, Partnerships, Trick-taking",15401,Card Game,Urs Hostettler,2.3499
103,https://boardgamegeek.com/boardgame/176189/zombicide-black-plague,176189,Zombicide: Black Plague,1,6,,60,180,2015,7.97669,,4502,//cf.geekdo-images.com/images/pic2482309.jpg,10,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",9184,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",2.6014
104,https://boardgamegeek.com/boardgame/154203/imperial-settlers,154203,Imperial Settlers,1,4,,45,90,2014,7.58815,,12150,//cf.geekdo-images.com/images/pic2871265.jpg,10,"Card Drafting, Hand Management, Take That, Variable Player Powers",16717,"Ancient, Card Game, City Building, Civilization",Ignacy Trzewiczek,2.7513
105,https://boardgamegeek.com/boardgame/129437/legendary-marvel-deck-building-game,129437,Legendary: A Marvel Deck Building Game,,5,,45,45,2012,7.63612,,12433,//cf.geekdo-images.com/images/pic1430769.jpg,14,"Co-operative Play, Deck / Pool Building",18780,"Card Game, Comic Book / Strip",Devin Low,2.4729
106,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,234,Hannibal: Rome vs. Carthage,2,2,,40,200,1996,7.82617,,4304,//cf.geekdo-images.com/images/pic3477797.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation",6703,"Ancient, Political, Wargame",Mark Simonitch,3.4154
107,https://boardgamegeek.com/boardgame/10630/memoir-44,10630,Memoir '44,2,2,,30,60,2004,7.52972,,19331,//cf.geekdo-images.com/images/pic43663.jpg,8,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation",24164,"Wargame, World War II",Richard Borg,2.2762
108,https://boardgamegeek.com/boardgame/9209/ticket-ride,9209,Ticket to Ride,2,5,,30,60,2004,7.48329,,48188,//cf.geekdo-images.com/images/pic38668.jpg,8,"Hand Management, Route/Network Building, Set Collection",59798,"Trains, Travel",Alan R. Moon,1.8774
109,https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set,93260,Summoner Wars: Master Set,2,4,,30,30,2011,7.62252,,8654,//cf.geekdo-images.com/images/pic923048.jpg,9,"Dice Rolling, Grid Movement, Hand Management, Variable Player Powers",11388,"Card Game, Fantasy, Fighting",Colby Dauch,2.5152
110,https://boardgamegeek.com/boardgame/20551/shogun,20551,Shogun,3,5,,150,150,2006,7.58055,,10431,//cf.geekdo-images.com/images/pic145843.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Area Movement, Auction/Bidding, Simultaneous Action Selection, Variable Phase Order",10390,"Economic, Medieval, Territory Building",Dirk Henn,3.3748
111,https://boardgamegeek.com/boardgame/140620/lewis-clark,140620,Lewis & Clark,1,5,,120,120,2013,7.59187,,8674,//cf.geekdo-images.com/images/pic1902092.jpg,14,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement, Worker Placement",10932,"American West, Racing",Cédrick Chaboussit,3.3104
112,https://boardgamegeek.com/boardgame/146439/battlelore-second-edition,146439,BattleLore (Second Edition),2,2,,45,90,2013,7.94223,,3479,//cf.geekdo-images.com/images/pic1854807.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",6077,"Dice, Fantasy, Miniatures, Wargame","Richard Borg, Robert A. Kouba",2.7805
113,https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery,22545,Age of Empires III: The Age of Discovery,2,5,,90,120,2007,7.58782,,8864,//cf.geekdo-images.com/images/pic990261.jpg,10,"Area Control / Area Influence, Set Collection, Worker Placement",7555,"Civilization, Exploration, Renaissance, Video Game Theme",Glenn Drover,3.1295
114,https://boardgamegeek.com/boardgame/97207/dungeon-petz,97207,Dungeon Petz,2,4,90,90,90,2011,7.58977,,8590,//cf.geekdo-images.com/images/pic1103979.jpg,13,"Auction/Bidding, Hand Management, Worker Placement",11470,"Animals, Fantasy, Humor",Vlaada Chvátil,3.5373
115,https://boardgamegeek.com/boardgame/24181/imperial,24181,Imperial,2,,180,120,180,2006,7.63593,,7190,//cf.geekdo-images.com/images/pic840712.jpg,13,"Area Control / Area Influence, Area Movement, Stock Holding",6093,"Economic, Fighting, Nautical, Political",Mac Gerdts,3.5779
116,https://boardgamegeek.com/boardgame/31481/galaxy-trucker,31481,Galaxy Trucker,2,,60,60,60,2007,7.47516,,20616,//cf.geekdo-images.com/images/pic289193.jpg,10,"Dice Rolling, Tile Placement",20616,"Humor, Real-time, Science Fiction, Space Exploration, Transportation",Vlaada Chvátil,2.3114
117,https://boardgamegeek.com/boardgame/38453/space-alert,38453,Space Alert,1,,30,30,30,2008,7.53346,,11812,//cf.geekdo-images.com/images/pic384313.jpg,12,"Action / Movement Programming, Area Movement, Co-operative Play, Hand Management, Simultaneous Action Selection",15892,"Electronic, Real-time, Science Fiction, Space Exploration",Vlaada Chvátil,2.9279
118,https://boardgamegeek.com/boardgame/59294/runewars,59294,Runewars,,,180,180,180,2010,7.69881,,6441,//cf.geekdo-images.com/images/pic1534815.jpg,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Modular Board, Simultaneous Action Selection, Variable Player Powers",8298,"Adventure, Fantasy, Fighting, Wargame",Corey Konieczka,3.7504
119,https://boardgamegeek.com/boardgame/54998/cyclades,54998,Cyclades,2,,90,60,90,2009,7.54027,,12069,//cf.geekdo-images.com/images/pic584779.jpg,13,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Dice Rolling",12912,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical","Bruno Cathala, Ludovic Maublanc",2.8305
120,https://boardgamegeek.com/boardgame/12/ra,12,Ra,2,,60,45,60,1999,7.47482,7.35507,15365,//cf.geekdo-images.com/images/pic3013552.jpg,12,"Auction/Bidding, Press Your Luck, Set Collection",14410,"Ancient, Mythology",Reiner Knizia,2.356
121,https://boardgamegeek.com/boardgame/201808/clank-deck-building-adventure,201808,Clank!: A Deck-Building Adventure,1,,60,30,60,2016,8.04905,7.35351,3055,//cf.geekdo-images.com/images/pic3056966.jpg,12,"Deck / Pool Building, Player Elimination, Point to Point Movement, Press Your Luck",4549,"Adventure, Fantasy",Paul Dennen,2.2593
122,https://boardgamegeek.com/boardgame/7854/yinsh,7854,YINSH,2,,60,30,60,2003,7.68271,7.35109,5329,//cf.geekdo-images.com/images/pic2844830.png,9,"Grid Movement, Pattern Building",6489,Abstract Strategy,Kris Burm,2.7349
123,https://boardgamegeek.com/boardgame/171131/captain-sonar,171131,Captain Sonar,2,,60,45,60,2016,7.85057,7.34949,3856,//cf.geekdo-images.com/images/pic3013621.png,14,"Grid Movement, Line Drawing, Partnerships, Role Playing, Secret Unit Deployment, Simultaneous Action Selection",5824,"Deduction, Fighting, Nautical, Real-time, Wargame","Roberto Fraga, Yohan Lemonnier",2.0597
124,https://boardgamegeek.com/boardgame/181304/mysterium,181304,Mysterium,2,,42,42,42,2015,7.53556,7.34416,11889,//cf.geekdo-images.com/images/pic2601683.jpg,10,"Co-operative Play, Hand Management, Pattern Recognition",18482,"Deduction, Murder/Mystery, Party Game","Oleksandr Nevskiy, Oleg Sidorenko",1.9366
125,https://boardgamegeek.com/boardgame/172818/above-and-below,172818,Above and Below,2,,90,90,90,2015,7.69279,7.34242,5409,//cf.geekdo-images.com/images/pic2398773.jpg,13,"Action Point Allowance System, Card Drafting, Deck / Pool Building, Dice Rolling, Set Collection, Storytelling, Trading, Worker Placement",8711,"Adventure, Book, City Building, Economic, Exploration, Fantasy, Farming, Negotiation",Ryan Laukat,2.5573
126,https://boardgamegeek.com/boardgame/127060/bora-bora,127060,Bora Bora,2,,120,60,120,2013,7.60681,7.34225,6469,//cf.geekdo-images.com/images/pic1542342.jpg,12,"Dice Rolling, Set Collection, Worker Placement",9019,Dice,Stefan Feld,3.7403
127,https://boardgamegeek.com/boardgame/19857/glory-rome,19857,Glory to Rome,2,,60,60,60,2005,7.50201,7.33903,10867,//cf.geekdo-images.com/images/pic1079512.png,12,"Card Drafting, Hand Management, Set Collection, Variable Phase Order",12156,"Ancient, Card Game, City Building, Economic","Ed Carter, Carl Chudyk",2.9226
128,https://boardgamegeek.com/boardgame/822/carcassonne,822,Carcassonne,2,,45,30,45,2000,7.43558,7.33545,66979,//cf.geekdo-images.com/images/pic2337577.jpg,8,"Area Control / Area Influence, Tile Placement",92341,"City Building, Medieval, Territory Building",Klaus-Jürgen Wrede,1.9387
129,https://boardgamegeek.com/boardgame/48726/alien-frontiers,48726,Alien Frontiers,2,,90,90,90,2010,7.49777,7.33235,11316,//cf.geekdo-images.com/images/pic3360924.png,13,"Area Control / Area Influence, Card Drafting, Dice Rolling, Worker Placement",11149,"Dice, Science Fiction",Tory Niemann,2.5709
130,https://boardgamegeek.com/boardgame/118048/targi,118048,Targi,2,,60,60,60,2012,7.62385,7.3321,5995,//cf.geekdo-images.com/images/pic1629318.jpg,12,"Modular Board, Set Collection, Worker Placement",8703,"Arabian, Card Game",Andreas Steiger,2.3889
131,https://boardgamegeek.com/boardgame/17392/here-i-stand,17392,Here I Stand,2,,360,360,360,2006,7.94106,7.32872,2903,//cf.geekdo-images.com/images/pic353047.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",4022,"Negotiation, Political, Religious, Renaissance, Wargame",Ed Beach,4.1329
132,https://boardgamegeek.com/boardgame/41114/resistance,41114,The Resistance,5,,30,30,30,2009,7.43166,7.32555,25503,//cf.geekdo-images.com/images/pic2576459.jpg,13,"Partnerships, Simultaneous Action Selection, Voting",37887,"Bluffing, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents",Don Eskridge,1.6369
133,https://boardgamegeek.com/boardgame/92828/dixit-odyssey,92828,Dixit Odyssey,,,30,30,30,2011,7.53005,7.32356,9863,//cf.geekdo-images.com/images/pic918568.jpg,8,"Partnerships, Simultaneous Action Selection, Storytelling, Voting",13321,"Humor, Party Game",Jean-Louis Roubira,1.2526
134,https://boardgamegeek.com/boardgame/108745/seasons,108745,Seasons,2,,60,60,60,2012,7.46763,7.3218,13912,//cf.geekdo-images.com/images/pic1299390.jpg,14,"Card Drafting, Dice Rolling, Hand Management, Take That",16892,"Card Game, Dice, Fantasy",Régis Bonnessée,2.7609
135,https://boardgamegeek.com/boardgame/25021/sekigahara-unification-japan,25021,Sekigahara: The Unification of Japan,2,,180,180,180,2011,8.06781,7.31412,2266,//cf.geekdo-images.com/images/pic1063508.jpg,12,"Hand Management, Point to Point Movement, Secret Unit Deployment",4193,"Civil War, Renaissance, Wargame",Matt Calkins,2.7256
